point_id,capture_mode,timestamp_fp_ms,timestamp_unity_ms,timestamp_diff_ms,raw_fp_x,raw_fp_y,raw_fp_z,raw_fp_qx,raw_fp_qy,raw_fp_qz,raw_fp_qw,raw_unity_x,raw_unity_y,raw_unity_z,raw_unity_qx,raw_unity_qy,raw_unity_qz,raw_unity_qw,used_fp_x,used_fp_y,used_fp_z,used_fp_qx,used_fp_qy,used_fp_qz,used_fp_qw,used_unity_x,used_unity_y,used_unity_z,used_unity_qx,used_unity_qy,used_unity_qz,used_unity_qw
3,continuous_interpolated,1.75563E+12,1.75563E+12,42,0.034646197,0.027855791304741688,0.5347023119365274,-0.401944948,-0.211193082,-0.449827896,0.7690855636687558,-0.502320766,0.6366679,0.359162,0.222645879,-0.03502661,-0.009016931,0.974228263,-0.069877952,-0.479510397,0.065893412,0.4490765929222107,-0.443163723,0.769165039,0.10159368067979813,-0.554862738,0.6713622212409973,0.40065091848373413,0.16088269650936127,-0.1354772,0.041822433,0.9767362475395203
4,continuous_interpolated,1.75563E+12,1.75563E+12,69,0.034646197,0.027855791304741688,0.5347023119365274,-0.401944948,-0.211193082,-0.449827896,0.7690855636687558,-0.5022851,0.6366466,0.359198838,0.222512409,-0.03483534,-0.009655096,0.9742595,-0.069877952,-0.479510397,0.065893412,0.4490765929222107,-0.443163723,0.769165039,0.10159368067979813,-0.554862738,0.6713622212409973,0.40065091848373413,0.16088269650936127,-0.1354772,0.041822433,0.9767362475395203
5,continuous_interpolated,1.75563E+12,1.75563E+12,45,0.034750837,0.027790383642356215,0.5343571269751186,-0.406631775,-0.213188698,-0.454626067,0.7632275658915536,-0.502266467,0.636633456,0.359166384,0.222287714,-0.03499177,-0.009089477,0.974310637,-0.069877952,-0.479510397,0.065893412,0.4490765929222107,-0.443163723,0.769165039,0.10159368067979813,-0.554862738,0.6713622212409973,0.40065091848373413,0.16088269650936127,-0.1354772,0.041822433,0.9767362475395203
6,continuous_interpolated,1.75563E+12,1.75563E+12,66,0.034750837,0.027790383642356215,0.5343571269751186,-0.406631775,-0.213188698,-0.454626067,0.7632275658915536,-0.502483845,0.6364397,0.359344929,0.222435549,-0.034573227,-0.008445241,0.974297643,-0.069877952,-0.479510397,0.065893412,0.4490765929222107,-0.443163723,0.769165039,0.10159368067979813,-0.554862738,0.6713622212409973,0.40065091848373413,0.16088269650936127,-0.1354772,0.041822433,0.9767362475395203
7,continuous_interpolated,1.75563E+12,1.75563E+12,15,0.034876716565108934,0.027726827,0.5344631993135198,-0.402033528,-0.21353381,-0.453568546,0.7661905300121886,-0.502271235,0.636397243,0.3594123,0.222643048,-0.034035686,-0.008105815,0.9742721,-0.069877952,-0.479510397,0.065893412,0.4490765929222107,-0.443163723,0.769165039,0.10159368067979813,-0.554862738,0.6713622212409973,0.40065091848373413,0.16088269650936127,-0.1354772,0.041822433,0.9767362475395203
8,continuous_interpolated,1.75563E+12,1.75563E+12,69,0.034876716565108934,0.027726827,0.5344631993135198,-0.402033528,-0.21353381,-0.453568546,0.7661905300121886,-0.5021703,0.6364153,0.359381616,0.223088488,-0.033993453,-0.007582046,0.9741758,-0.069877952,-0.479510397,0.065893412,0.4490765929222107,-0.443163723,0.769165039,0.10159368067979813,-0.554862738,0.6713622212409973,0.40065091848373413,0.16088269650936127,-0.1354772,0.041822433,0.9767362475395203
9,continuous_interpolated,1.75563E+12,1.75563E+12,64,0.034750082252140935,0.027621175381910713,0.5346917039822933,-0.402066007,-0.21262393,-0.45574028,0.7651371037696548,-0.5021047,0.63642323,0.359419078,0.223185733,-0.033612013,-0.007625081,0.974166453,-0.069877952,-0.479510397,0.065893412,0.4490765929222107,-0.443163723,0.769165039,0.10159368067979813,-0.554862738,0.6713622212409973,0.40065091848373413,0.16088269650936127,-0.1354772,0.041822433,0.9767362475395203
10,continuous_interpolated,1.75563E+12,1.75563E+12,8,0.034750082252140935,0.027621175381910713,0.5346917039822933,-0.402066007,-0.21262393,-0.45574028,0.7651371037696548,-0.5019992,0.636515558,0.359353751,0.223294765,-0.033822477,-0.00688573,0.9741397,-0.069877952,-0.479510397,0.065893412,0.4490765929222107,-0.443163723,0.769165039,0.10159368067979813,-0.554862738,0.6713622212409973,0.40065091848373413,0.16088269650936127,-0.1354772,0.041822433,0.9767362475395203
11,continuous_interpolated,1.75563E+12,1.75563E+12,75,0.034750082252140935,0.027621175381910713,0.5346917039822933,-0.402066007,-0.21262393,-0.45574028,0.7651371037696548,-0.5020611,0.63649565,0.359421819,0.223421633,-0.03360778,-0.006757297,0.974118948,-0.069877952,-0.479510397,0.065893412,0.4490765929222107,-0.443163723,0.769165039,0.10159368067979813,-0.554862738,0.6713622212409973,0.40065091848373413,0.16088269650936127,-0.1354772,0.041822433,0.9767362475395203
12,continuous_interpolated,1.75563E+12,1.75563E+12,5,0.034813212,0.027616227229366658,0.5345093067220337,-0.401644382,-0.214940585,-0.455682403,0.7647456326939702,-0.5022127,0.636447966,0.359440356,0.22277081,-0.03376031,-0.00735689,0.974258363,-0.069877952,-0.479510397,0.065893412,0.4490765929222107,-0.443163723,0.769165039,0.10159368067979813,-0.554862738,0.6713622212409973,0.40065091848373413,0.16088269650936127,-0.1354772,0.041822433,0.9767362475395203
